730	1152	3
731	1152	3
732	1152	5
733	1152	4
734	1152	11
735	1152	10
736	1152	11
737	1152	9
738	1152	11
739	1152	4
740	1152	4
741	1152	11
742	1152	14
743	1152	15
744	1152	14
745	1152	15
746	1152	12
747	1152	4
748	1152	10
749	1152	4
750	1152	7
751	1152	9
752	1152	5
753	1152	9
754	1152	8
755	1152	12
756	1152	11
757	1152	10
758	1152	10
759	1152	3
760	1152	8
761	1152	12
762	1152	11
763	1152	12
764	1152	12
765	1152	13
766	1152	3
767	1152	4
768	1152	10
769	1152	4
770	1152	5
771	1152	3
772	1152	4
773	1152	9
774	1152	11
775	1152	9
776	1152	10
777	1152	11
778	1152	11
779	1152	11
780	1152	5
781	1152	14
782	1152	14
783	1152	15
784	1152	15
785	1152	12
786	1152	11
787	1152	3
788	1152	5
789	1152	3
790	1152	12
791	1152	11
792	1152	14
793	1152	11
794	1152	10
795	1152	9
796	1152	9
797	1152	12
798	1152	12
799	1152	12
